"country","iso","year","incumbent_vote","previous_vote","gdp_growth","trade_openness","eff_num_parties","gdp_percapita","delta_vote","int_oppose","int_support","binary_growth","binary_openness"
"Trinidad and Tobago","TTO",2000,51.7,45.8,18.1429,0.931804,0.693147,9.66871,5.90000000000001,0,0,1,1
"Turkey","TUR",1946,54,NA,26.2031,0.111211,0.300164,7.59142,NA,0,0,1,0
"Turkey","TUR",1950,39.9,54,-7.23877,0.088819,0.325317,7.65141,-14.1,0,0,0,0
"Turkey","TUR",1954,57.6,53.3,9.92043,0.111653,0.171463,8.03084,4.3,0,0,1,0
"Turkey","TUR",1957,47.9,57.6,18.5688,0.056735,0.567187,8.11912,-9.7,0,0,1,0
"Turkey","TUR",1961,36.7,41.1,1.25499,0.110469,1.18479,8.07829,-4.4,0,0,0,0
"Turkey","TUR",1965,28.7,36.7,0.41808,0.099049,0.964029,8.18302,-8,0,0,0,0
"Turkey","TUR",1969,46.5,52.9,2.51438,0.083849,0.850365,8.35029,-6.4,0,0,1,0
"Turkey","TUR",1973,5.3,6.6,0.40432,0.121918,1.19997,8.46836,-1.3,0,0,0,0
"Turkey","TUR",1977,36.9,29.8,8.0957,0.1285,0.904218,8.58257,7.1,0,0,1,0
"Turkey","TUR",1983,23.3,NA,3.34593,0.179537,0.922881,8.60893,NA,0,0,1,0
"Turkey","TUR",1987,36.3,45.1,3.74022,0.203338,0.71784,8.72926,-8.8,0,0,1,0
"Turkey","TUR",1991,24,36.3,-0.06756,0.22215,1.27257,8.80141,-12.3,0,0,0,0
"Turkey","TUR",1995,19.2,27,4.5878,0.291706,1.48388,8.86654,-7.8,0,0,1,0
"Turkey","TUR",1999,22.2,14.6,0.82801,0.379457,1.58353,9.0022,7.6,0,0,0,1
"Taiwan","TWN",1996,54,NA,5.4628,0.928706,0.996949,9.82599,NA,0,0,1,1
"Taiwan","TWN",2000,23.1,54,4.94259,1.01545,1.06922,9.99285,-30.9,0,0,1,1
"Tanzania","TZA",1995,61.8,NA,-1.7787,0.316526,0.765924,6.50981,NA,0,0,0,0
"Tanzania","TZA",2000,71.8,61.8,2.06576,0.35445,0.599748,6.58567,10,0,0,1,1
"Uganda","UGA",1980,NA,NA,-4.4784,0.275926,0.66974,6.28378,NA,0,0,0,0
"Uganda","UGA",1996,74.2,NA,-2.54041,0.333897,0.498937,6.56045,NA,0,0,0,0
"Ukraine","UKR",1994,38.4,61.6,-18.4117,0.674121,1.29746,8.36227,-23.2,0,1,0,1
"Ukraine","UKR",1999,38,31.8,2.51136,0.861125,1.53687,8.1624,6.2,0,0,1,1
"Uruguay","URY",1946,47.8,57.2,8.475,0.14102,1.06126,8.6403,-9.40000000000001,0,0,1,0
"Uruguay","URY",1950,52.6,47.8,3.4414,0.26772,0.966984,8.42046,4.8,0,0,1,0
"Uruguay","URY",1954,NA,NA,9.75573,0.239044,0.951658,8.61389,NA,0,0,1,0
"Uruguay","URY",1958,NA,NA,-9.81487,0.15875,0.932164,8.50714,NA,0,0,0,0
"Uruguay","URY",1962,NA,NA,-2.42303,0.197785,0.875469,8.50069,NA,0,0,0,0
"Uruguay","URY",1966,40.3,46.5,3.07389,0.170902,0.891998,8.46805,-6.2,0,0,1,0
"Uruguay","URY",1971,41,49.3,0.92305,0.21406,1.0116,8.5413,-8.3,0,1,0,0
"Uruguay","URY",1984,41.2,NA,-3.77912,0.276711,1.08401,8.55716,NA,0,0,0,0
"Uruguay","URY",1989,30.3,41.2,-0.60288,0.318107,1.21788,8.73013,-10.9,0,0,0,0
"Uruguay","URY",1994,31.2,38.9,7.89455,0.42968,1.20597,9.00118,-7.7,0,0,1,1
"Uruguay","URY",1999,22.3,32.2,-3.17375,0.470339,1.22671,9.08691,-9.9,0,0,0,1
"United States of America","USA",1948,49.6,53.4,2.00955,0.075301,0.797507,9.43783,-3.8,1,0,1,0
"United States of America","USA",1952,44.4,49.6,3.47981,0.059681,0.691646,9.59108,-5.2,0,0,1,0
"United States of America","USA",1956,57.4,55.1,0.02376,0.069037,0.683097,9.62497,2.3,0,0,0,0
"United States of America","USA",1960,49.5,57.4,0.62474,0.076108,0.708036,9.64132,-7.9,0,0,0,0
"United States of America","USA",1964,61.1,49.7,4.23846,0.078903,0.652325,9.76422,11.4,0,0,1,0
"United States of America","USA",1968,42.7,61.1,4.08623,0.089906,0.943906,9.91885,-18.4,0,0,1,0
"United States of America","USA",1972,60.7,43.4,4.28271,0.102974,0.672944,9.98731,17.3,0,0,1,0
"United States of America","USA",1976,48,60.7,4.68679,0.110406,0.732368,10.0496,-12.7,0,0,1,0
"United States of America","USA",1980,41,50.1,-1.99657,0.122576,0.845868,10.126,-9.1,0,0,0,0
"United States of America","USA",1984,58.8,50.7,6.62418,0.129218,0.672944,10.2184,8.09999999999999,1,0,1,0
"United States of America","USA",1988,53.4,58.8,3.00495,0.149549,0.688135,10.3257,-5.4,0,0,1,0
"United States of America","USA",1992,37.4,53.4,2.13247,0.173268,1.00796,10.3593,-16,0,0,1,0
"United States of America","USA",1996,49.2,43,2.79128,0.20866,0.879627,10.4497,6.2,0,0,1,0
"United States of America","USA",2000,48.4,49.2,3.155,0.25264,0.765468,10.5877,-0.800000000000004,0,0,1,0
"Venezuela","VEN",1947,74.3,NA,15.9013,0.204696,0.506818,9.16405,NA,0,0,1,0
"Venezuela","VEN",1958,34.6,NA,-2.20305,0.545503,0.946688,8.91279,NA,0,1,0,1
"Venezuela","VEN",1963,32.8,49.2,2.76225,0.512652,1.51732,8.93855,-16.4,0,0,1,1
"Venezuela","VEN",1968,28.2,32.8,5.0186,0.498187,1.38128,9.05326,-4.6,0,0,1,1
"Venezuela","VEN",1973,36.7,29.1,6.42734,0.518258,0.97456,9.19831,7.6,0,0,1,1
"Venezuela","VEN",1978,43.3,48.7,-2.01097,0.469521,0.896088,9.33003,-5.40000000000001,0,0,0,1
"Venezuela","VEN",1983,33.5,46.6,-9.95849,0.367742,0.81093,9.02065,-13.1,0,0,0,1
"Venezuela","VEN",1988,52.9,58.4,4.14103,0.441825,0.81093,9.09304,-5.5,0,0,1,1
"Venezuela","VEN",1993,23.6,52.9,-1.88268,0.487374,1.39377,9.1058,-29.3,0,0,0,1
"Venezuela","VEN",1998,NA,NA,-0.42167,0.602492,0.741937,9.12546,NA,0,0,0,1
"Venezuela","VEN",2000,59.8,56.2,2.76508,0.596046,1.21788,9.06425,3.59999999999999,0,0,1,1
"Vanuatu","VUT",1983,55.1,62.3,22.4565,1.0423,0.741937,8.6057,-7.2,0,0,1,1
"Vanuatu","VUT",1987,47.3,55.1,-11.3863,0.966802,0.760806,8.48349,-7.8,0,0,0,1
"Vanuatu","VUT",1991,22.6,47.3,7.44525,0.960464,1.29473,8.54901,-24.7,0,0,1,1
"Vanuatu","VUT",1995,27.4,30.6,2.38657,0.895098,1.16938,8.6333,-3.2,0,0,1,1
"Vanuatu","VUT",1998,20.1,27.4,-5.57877,0.926376,1.45044,8.62362,-7.3,0,0,0,1
"Samoa","SAM",1979,24.3,NA,5.02019,0.83688,0.692697,8.39612,NA,0,0,1,1
"Samoa","SAM",1982,18.4,24.3,-10.0946,0.838919,0.692697,8.32727,-5.9,0,0,0,1
"Samoa","SAM",1985,34.5,29.3,2.31369,0.832267,0.570188,8.33597,5.2,0,0,1,1
"Samoa","SAM",1988,35.9,34.5,0.81691,0.944654,0.692697,8.43444,1.4,0,0,0,1
"Samoa","SAM",1991,49.6,35.9,-5.07003,0.833212,0.813762,8.4259,13.7,0,0,0,1
"Samoa","SAM",1996,43.5,49.6,4.49059,0.827776,1.0186,8.42908,-6.1,0,0,1,1
"Yemen","YYY",1993,28.7,NA,4.2366,0.378906,1.31397,7.28594,NA,0,0,1,1
"Yugoslavia","FFF",1992,48.9,NA,-14.5784,0.2643,0.976799,8.81983,NA,0,0,0,0
"Yugoslavia","FFF",1996,45,33.3,9.48987,0.4601,1.27603,8.61049,11.7,0,0,1,1
"Yugoslavia","FFF",2000,38.2,45.3,4.32965,0.2584,0.872673,8.77183,-7.09999999999999,1,0,1,0
"South Africa","ZAF",1948,49.2,49.7,-0.171,0.790895,0.889758,8.08332,-0.5,0,0,0,1
"South Africa","ZAF",1953,49.5,37.7,-3.10119,0.521835,0.697926,8.07917,11.8,0,0,0,1
"South Africa","ZAF",1958,55.6,49.5,2.42447,0.573573,0.595358,8.24117,6.1,0,0,1,1
"South Africa","ZAF",1961,46.1,55.6,3.72639,0.542974,0.594613,8.31501,-9.5,0,0,1,1
"South Africa","ZAF",1966,58.3,46.1,1.8966,0.60812,0.459865,8.43229,12.2,0,0,0,1
"South Africa","ZAF",1970,54.9,58.3,1.88405,0.565248,0.537878,8.5246,-3.4,0,0,0,1
"South Africa","ZAF",1974,56.1,54.9,1.82611,0.532754,0.579206,8.59591,1.2,0,0,0,1
"South Africa","ZAF",1977,65.3,56.1,0.74727,0.454317,0.382128,8.61645,9.2,0,0,0,1
"South Africa","ZAF",1981,58.6,65.3,7.51229,0.429121,0.419276,8.70235,-6.7,0,0,1,1
"South Africa","ZAF",1984,NA,NA,2.54585,0.338665,NA,8.684,NA,0,0,1,0
"South Africa","ZAF",1987,52.7,58.6,-4.62473,0.365833,0.545134,8.56879,-5.9,0,0,0,1
"South Africa","ZAF",1989,48.2,52.7,1.23624,0.39312,0.878581,8.61175,-4.5,0,0,0,1
"South Africa","ZAF",1994,20.4,48.2,0.30922,0.432634,0.795234,8.54164,-27.8,0,0,0,1
"South Africa","ZAF",1999,66.3,62.6,0.15828,0.532081,0.765468,8.62642,3.7,0,0,0,1
"Democratic Republic of Congo","ZAR",1960,NA,NA,-5.211,0.067255,2.0811,6.54439,NA,1,0,0,0
"Zambia","ZMB",1996,72.6,NA,-1.92128,0.170148,0.593327,6.85217,NA,0,0,0,0
"Zimbabwe","ZWE",1980,NA,NA,5.07978,0.193659,0.901896,6.05172,NA,0,0,1,0
"South Vietnam","RVN",1967,34.8,NA,-0.558,0.903983,1.68492,5.56773,NA,0,0,0,1
"South Vietnam","RVN",1961,NA,NA,-2.755,NA,NA,6.79132,NA,0,1,0,NA
"South Vietnam","RVN",1971,NA,NA,-0.147,0.765627,NA,5.35878,NA,0,1,0,1
"Bolivia","BOL",1964,NA,NA,5.51404,0.499521,NA,7.93823,NA,0,1,1,1
"Chile","CHL",1988,44,NA,5.87919,0.436466,0.67885,8.5052,NA,1,0,1,1
"Serbia","SRB",1992,53.2,NA,-27.7655,0.467867,0.946478,8.82491,NA,1,0,0,1
"Serbia","SRB",1997,43.7,53.2,7.43838,0.436032,1.13976,8.66132,-9.5,0,0,1,1
"Argentina","ARG",1974,61.8,49.5,1.4144,0.135401,0.783947,8.9789,12.3,0,0,0,0
"Denmark","DNK",1954,23.1,22.1,5.8291,0.221595,1.34487,9.13471,1,0,0,1,0
"Fiji","FJI",1978,52.2,46,4.0956,0.825932,0.623154,8.07994,6.2,0,0,1,1
"France","FRA",1947,26.3,28.1,16,0.478961,1.46229,8.58288,-1.8,0,0,1,1
"Greece","GRC",1988,45.2,47.3,3.28633,0.356587,0.843144,9.77082,-2.09999999999999,0,0,1,1
"Ireland","IRL",1983,46.2,44.3,-1.71689,0.525401,0.93723,9.60346,1.90000000000001,0,0,0,1
"Sri Lanka","LKA",1961,37.6,29.5,3.74373,1.66391,1.18161,6.40909,8.1,0,1,1,1
"Thailand","THA",1958,NA,NA,10.5296,0.47073,1.29411,6.7213,NA,0,0,1,1
"Thailand","THA",1993,NA,NA,7.22546,0.960708,1.80993,8.52686,NA,0,0,1,1
"United Kingdom","GBR",1975,39.3,37.2,-0.96223,0.298727,0.81272,9.64663,2.09999999999999,0,0,0,0
"Yugoslavia","FFF",1993,33.3,48.9,-14.578,0.2643,1.52751,8.60936,-15.6,0,0,0,0
"St Lucia","LCA",1988,53.2,52.5,14.5989,1.19713,0.689691,8.86474,0.700000000000003,0,0,1,1
